productid,Rating,ReviewCount,category,brand,name,image_url,description,tags
797,5.0,1,beauty hair care hair color root touch,easy,nice n easy root touch black 003 1 ea pack 4,https://i5.walmartimages.com/asr/d3ae463d-aef3-49a6-b083-7f84933ca0f0_1.2f9b8876abd82e06fdf171243d23bde2.jpeg,pack 4 pack 4 upc 381519012501 beautiful natural color active ingredients permanent color water c12 15 cocamide mea dilinoleic acid linoleamidopropyl dimethylamine dimer dilinoleate p phenylenediamine ammonium hydroxide behentrimonium chloride m aminophenol n n phenylenediamine sulfate resorcinol fragrance erythorbic acid sodium sulfite sodium metasilicate edta algae extract sorbitol mica iron oxides titanium dioxide carmine color activating lotion water hydrogen peroxide cetearyl alcohol propylene glycol dicaprylate dicaprate styrene vp copolymer etidronic acid uses flawless beauty makeover roots 10 minutes colorings matches brand guaranteed root touch right root touch specially designed target new root regrowth restore beautiful natural looking color 10 minutes colorings match shade brand yes unique colormatch root creme mixture contains perfect blend tones proven match shade matter brand use works salon color guaranteed makes easy precision color brush allows easily apply creme need color rest hair 10 minutes roots gone 100 lasting gray coverage resistant grays leading retail permanent shades pre formulated salon color,"beauty hair care hair color root touch, easy, nice n easy root touch black 003 1 ea pack 4, pack 4 pack 4 upc 381519012501 beautiful natural color active ingredients permanent color water c12 15 cocamide mea dilinoleic acid linoleamidopropyl dimethylamine dimer dilinoleate p phenylenediamine ammonium hydroxide behentrimonium chloride m aminophenol n n phenylenediamine sulfate resorcinol fragrance erythorbic acid sodium sulfite sodium metasilicate edta algae extract sorbitol mica iron oxides titanium dioxide carmine color activating lotion water hydrogen peroxide cetearyl alcohol propylene glycol dicaprylate dicaprate styrene vp copolymer etidronic acid uses flawless beauty makeover roots 10 minutes colorings matches brand guaranteed root touch right root touch specially designed target new root regrowth restore beautiful natural looking color 10 minutes colorings match shade brand yes unique colormatch root creme mixture contains perfect blend tones proven match shade matter brand use works salon color guaranteed makes easy precision color brush allows easily apply creme need color rest hair 10 minutes roots gone 100 lasting gray coverage resistant grays leading retail permanent shades pre formulated salon color, nice n easy root touch black 003 1 ea pack 4 wal mart"
798,4.7,1710,health lip care aquaphor,aquaphor,6 pack aquaphor lip repair fl oz carded pack,https://i5.walmartimages.com/asr/fa94456c-3dff-44df-a15f-ea7fa76b71f2_1.f1ba14865076677ab7de16b73af4999e.jpeg | https://i5.walmartimages.com/asr/ff7a4a31-a324-4aa8-9148-25f371950d92_1.be995c9498b40c0aed11ca32e1ed1110.jpeg,enjoy soothing relief aquaphor lip repair oz container comes dermatologist recommended lip care brand formulated nourishing vitamins shea butter soothing chamomile essence soft luscious lips aquaphor lip repair immediate relief preservative fragrance free proven relieve dryness soothe chapped cracked lips designed seal moisture specially formulated use sensitive lips dry lip repair available conveniently sized container easily fit purse pocket use small applicator tip works everyday use ideal use arid cold environments aquaphor lip repair oz 1 dermatologist recommended lip care brand proven relieve dryness soothe chapped cracked lips seals moisture formulated nourishing vitamins shea butter chamomile essence soft lips specially formulated sensitive lips easily fit purse pocket use applicator tip convenience ideal use dry cold environments works everyday use dry lip repair available fl oz tube,"health lip care aquaphor, aquaphor, 6 pack aquaphor lip repair fl oz carded pack, enjoy soothing relief aquaphor lip repair oz container comes dermatologist recommended lip care brand formulated nourishing vitamins shea butter soothing chamomile essence soft luscious lips aquaphor lip repair immediate relief preservative fragrance free proven relieve dryness soothe chapped cracked lips designed seal moisture specially formulated use sensitive lips dry lip repair available conveniently sized container easily fit purse pocket use small applicator tip works everyday use ideal use arid cold environments aquaphor lip repair oz 1 dermatologist recommended lip care brand proven relieve dryness soothe chapped cracked lips seals moisture formulated nourishing vitamins shea butter chamomile essence soft lips specially formulated sensitive lips easily fit purse pocket use applicator tip convenience ideal use dry cold environments works everyday use dry lip repair available fl oz tube, 6 pack aquaphor lip repair fl oz carded pack wal mart"
799,4.8,161,premium beauty premium hair care premium hair color,redken,shades eq color gloss 04n chicory redken 2 oz hair color,https://i5.walmartimages.com/asr/ac79a096-d276-4122-b76d-95af659ef6b8.61d47a0485be219d6c6166a73ee1d4e3.jpeg | https://i5.walmartimages.com/asr/b29f4445-6f2a-45c2-9454-396c6a617dd4_1.1d67f23d4fc75193025faa341299eb98.jpeg,,"premium beauty premium hair care premium hair color, redken, shades eq color gloss 04n chicory redken 2 oz hair color, , shades eq color gloss 04n chicory redken 2 oz hair color wal mart"
800,4.5,2,premium beauty premium facial skincare premium face moisturizers,clinique,clinique moisture surge 72 hour auto replenishing hydrator gel face cream oz 50ml,https://i5.walmartimages.com/asr/ff7a78fe-8b01-4280-94c8-c2cd762221e6_1.30ef1cf3b34bcdf0d0ac86b0bcb57275.jpeg | https://i5.walmartimages.com/asr/203f9971-5591-4c6d-b3ab-9829143ecda9_1.807af2bd66b4edabee49fd187ee6370f.jpeg | https://i5.walmartimages.com/asr/1e9b7ffc-0007-425b-8aab-1baf11d188ba_1.cff877c30ed454cc9db5a158b7894ed2.jpeg,,"premium beauty premium facial skincare premium face moisturizers, clinique, clinique moisture surge 72 hour auto replenishing hydrator gel face cream oz 50ml, , clinique moisture surge 72 hour auto replenishing hydrator gel face cream oz 50ml wal mart"
801,0.0,0,personal care deodorants antiperspirants,mitchum,3 pack lady mitchum odor control antiperspirant deodorant powder fresh oz,https://i5.walmartimages.com/asr/75fe3f1a-4b34-42ba-8eee-25e5037cffea_1.ee7d1ff66f559023f4caad8210ee2109.jpeg | https://i5.walmartimages.com/asr/a869d40e-89f4-4972-b1f9-1c88f1ce3bf0_1.06b6c5a0ce5261513f0c3a89c5301195.jpeg | https://i5.walmartimages.com/asr/b5603668-8abb-46b0-bbb5-c3dba47572d1_1.8f59904259e30213603b2b14123d609d.jpeg,lady mitchum odor control antiperspirant deodorant powder fresh ozits effective skip drying gel formula leaves trace messy white residue proven clinically provide maximum protection wetness odor day long quick drying gel formula leaves trace messy white residue clothes clinically proven provide effective wetness protection day long pack ounce sticks pack,"personal care deodorants antiperspirants, mitchum, 3 pack lady mitchum odor control antiperspirant deodorant powder fresh oz, lady mitchum odor control antiperspirant deodorant powder fresh ozits effective skip drying gel formula leaves trace messy white residue proven clinically provide maximum protection wetness odor day long quick drying gel formula leaves trace messy white residue clothes clinically proven provide effective wetness protection day long pack ounce sticks pack, 3 pack lady mitchum odor control antiperspirant deodorant powder fresh oz wal mart"
802,0.0,0,health superfoods cleanses super greens super greens powder,dr linus pauling,dr linus pauling super multi vitamin herbs energizers phyto nutrients green superfoods 120 caplets,https://i5.walmartimages.com/asr/88c461cb-275f-40c1-909d-f9b0dd23b023_1.b12ed6787d96356d934c637bbf833354.jpeg | https://i5.walmartimages.com/asr/e9c560c1-75c0-4e6c-9a1b-d120f03e92bb_1.8b57af9d38aa32b0e2876fa3c3b2314d.jpeg,dr linus pauling super multi vitamin herbs energizers phyto nutrients green super foods 120 caplets dr linus pauling super multi vitamin herbs energizers phyto nutrients green super foods available easy swallow caplets friend albert einstein linus pauling considered leading scientific figure twentieth linus pauling super multi vitamin herbs energizers phyto nutrients green super foods 120 caplets dr linus pauling super multi vitamin herbs energizers phyto nutrients green super foods available easy swallow caplets friend albert einstein linus pauling considered leading scientific figure twentieth century accomplishments person received unshared nobel,"health superfoods cleanses super greens super greens powder, dr linus pauling, dr linus pauling super multi vitamin herbs energizers phyto nutrients green superfoods 120 caplets, dr linus pauling super multi vitamin herbs energizers phyto nutrients green super foods 120 caplets dr linus pauling super multi vitamin herbs energizers phyto nutrients green super foods available easy swallow caplets friend albert einstein linus pauling considered leading scientific figure twentieth linus pauling super multi vitamin herbs energizers phyto nutrients green super foods 120 caplets dr linus pauling super multi vitamin herbs energizers phyto nutrients green super foods available easy swallow caplets friend albert einstein linus pauling considered leading scientific figure twentieth century accomplishments person received unshared nobel, dr linus pauling super multi vitamin herbs energizers phyto nutrients green superfoods 120 caplets wal mart"
803,0.0,0,personal care feminine care feminine wipes,cardinal health,cardinal health bathing wipe medium weight 20 cm x 20 cm fragrance free,https://i5.walmartimages.com/asr/217a9d08-c0c8-4012-91dc-b071603df48e_1.8e509906699e2358d8f63ec28dde6292.jpeg,bath wipe fragrance free health bathing wipe medium weight 20 cm x 20 cm fragrance free,"personal care feminine care feminine wipes, cardinal health, cardinal health bathing wipe medium weight 20 cm x 20 cm fragrance free, bath wipe fragrance free health bathing wipe medium weight 20 cm x 20 cm fragrance free, cardinal health bathing wipe medium weight 20 cm x 20 cm fragrance free wal mart"
804,0.0,0,premium beauty premium makeup premium lips premium lipstick,colorganics,colorganics hemp organics lip pencil bordeaux oz,https://i5.walmartimages.com/asr/dcac55cd-e226-41de-bd94-753acea3798c_1.5549ca58f15b2987497e6af03db1bda4.jpeg,,"premium beauty premium makeup premium lips premium lipstick, colorganics, colorganics hemp organics lip pencil bordeaux oz, , colorganics hemp organics lip pencil bordeaux oz wal mart"
805,0.0,4,beauty hair care shampoo shampoo,schwarzkopf,gliss hair repair shampoo ultimate repair ounce,https://i5.walmartimages.com/asr/afe04f86-0bd9-4085-a27a-43940ebf1ddc_1.c999d020c830586797500d1f81c76369.jpeg | https://i5.walmartimages.com/asr/5feed989-8e57-4575-bc90-2b4382cb9196_1.6e23e994d99d5ec76f118baaa4aae951.jpeg | https://i5.walmartimages.com/asr/6e1ec123-9266-4626-adec-261a3fc25ab6_1.d047f9b0456ae7a451c595636a557d9e.jpeg | https://i5.walmartimages.com/asr/8b85b452-30e5-4311-8d6c-ced3c5a53c18_1.22dda484364f9a0a2c50e110c575008c.jpeg,deliver extreme repair hair gliss hair repair shampoo ultimate repair precisely repair heavily damaged hair extra strength high performance formula deep reconstruction leaves hair restored combable replace lost keratin strengthen severely weakened hair times liquid keratin gliss hair repair lines enjoy hair shine 90 stronger untreated hair precisely repair heavily damaged hair high performance formula deep reconstruction leaves hair restored combable replace lost keratin strengthen severely weakened hair times liquid keratin gliss hair repair lines enjoy hair shine 90 stronger untreated hair,"beauty hair care shampoo shampoo, schwarzkopf, gliss hair repair shampoo ultimate repair ounce, deliver extreme repair hair gliss hair repair shampoo ultimate repair precisely repair heavily damaged hair extra strength high performance formula deep reconstruction leaves hair restored combable replace lost keratin strengthen severely weakened hair times liquid keratin gliss hair repair lines enjoy hair shine 90 stronger untreated hair precisely repair heavily damaged hair high performance formula deep reconstruction leaves hair restored combable replace lost keratin strengthen severely weakened hair times liquid keratin gliss hair repair lines enjoy hair shine 90 stronger untreated hair, gliss hair repair shampoo ultimate repair ounce wal mart"
806,4.0,864,beauty beauty brands covergirl covergirl lipstick,covergirl,covergirl melting pout liquid lipstick 105 gel ful,https://i5.walmartimages.com/asr/1679353c-78f4-41c4-a4b0-9eadbef3be98_1.9747d2fc2455301d932cb5bc258d269a.jpeg | https://i5.walmartimages.com/asr/c1362a3c-7bf6-45bf-a008-93d7ab61b3d0_1.d429617f0ced02a2cfe67648b9ccf50d.jpeg | https://i5.walmartimages.com/asr/d933ec3c-a2be-461e-bd3a-1f6d5ae2f393_1.c1235c8987c7b40b9eb0fdea0d8e7df3.jpeg | https://i5.walmartimages.com/asr/6c5f1001-1b6d-4e38-89ee-9fe68a4afd1d_2.25e51c2787de37a2e8a62a4163c45a6c.jpeg | https://i5.walmartimages.com/asr/f8faba2a-9cfe-465e-bf2b-82217bd84bbf_1.57591a622b961d976a28a5e869cb07e0.jpeg | https://i5.walmartimages.com/asr/424f4641-8434-4b4a-af34-e47dd8697864_2.622697c8fef66fa8337500742c300959.jpeg | https://i5.walmartimages.com/asr/e18dc743-a9a7-4ce0-8aac-7f5d02fe4ba9_2.ebbcec1b8d4ae453fae0fb26fc07ade3.jpeg | https://i5.walmartimages.com/asr/7b50f8d5-40be-45b8-87c6-d19302880005_1.85ce81850fa36db243f8256f8ea9ef2f.jpeg,pump pout melting pout liquid lipstick liquid lipstick infused nourishing ingredients glides easily smooth finish add high impact super rich color satin finish lips covergirl melting pout line,"beauty beauty brands covergirl covergirl lipstick, covergirl, covergirl melting pout liquid lipstick 105 gel ful, pump pout melting pout liquid lipstick liquid lipstick infused nourishing ingredients glides easily smooth finish add high impact super rich color satin finish lips covergirl melting pout line, covergirl melting pout liquid lipstick 105 gel ful wal mart"
807,0.0,0,premium beauty premium men grooming premium colognes,dolce gabbana,dolce gabbana light blue discover vulcano eau de toilette spray men oz,https://i5.walmartimages.com/asr/23489c19-b3e1-4cb2-882d-35d7a9697dd0_1.ac8eb4bb16d9d7716d4ed304d6c46907.jpeg | https://i5.walmartimages.com/asr/5668fd7e-adaa-4b34-9e06-54d893a74935_1.24929945b5e62b9a135c2f3e9125b03f.jpeg | https://i5.walmartimages.com/asr/f7065295-c791-45d2-b57e-5383557b5f74_1.fe976b82cff6d785d9077c7e066c405a.jpeg | https://i5.walmartimages.com/asr/1f3b9933-9aa6-421d-93ea-f31254de88a7_1.2c681f3debc321dabf036deac289a4ba.jpeg | https://i5.walmartimages.com/asr/59ad2213-8fd3-4f67-a35a-8fcbe914e451_1.23bd6707dd0cfa8d8454a3f996876344.jpeg,,"premium beauty premium men grooming premium colognes, dolce gabbana, dolce gabbana light blue discover vulcano eau de toilette spray men oz, , dolce gabbana light blue discover vulcano eau de toilette spray men oz wal mart"
808,0.0,0,premium beauty premium men grooming premium colognes,hugo boss,hugo iced hugo boss men oz edt spray,https://i5.walmartimages.com/asr/27c0a8d0-011c-42ea-8e19-c559011873c1_1.c095b6ed7e05cd812b3ce456e8ac23b7.jpeg | https://i5.walmartimages.com/asr/618326a7-d12b-47b2-880b-804f6f4ac439.c27a1c1cbcd045f440bdd4bdc1a867d1.png,,"premium beauty premium men grooming premium colognes, hugo boss, hugo iced hugo boss men oz edt spray, , hugo iced hugo boss men oz edt spray wal mart"
809,0.0,0,premium beauty premium makeup premium eyes premium eye lashes,revive,revive daytime demi darling lashes 2 pair,https://i5.walmartimages.com/asr/f173179d-445e-4e43-a805-647e571d7a2a.2fae40fd1f3776f88ca644d2659cd910.jpeg | https://i5.walmartimages.com/asr/c27d9b08-43d9-48f1-87bc-f8d8cdeaeb91.a8e5bf907a5d74ec325be441cf7242fb.jpeg,,"premium beauty premium makeup premium eyes premium eye lashes, revive, revive daytime demi darling lashes 2 pair, , revive daytime demi darling lashes 2 pair wal mart"
810,4.8,1032,food condiments sauces spices vinegar,bragg,bragg organic apple cider vinegar raw unfiltered 32 fl oz,https://i5.walmartimages.com/asr/cf6c78d0-542c-4bcf-8489-2869f06cb9f6_1.5ab621ec7a62cac0004a3179e74fa77b.jpeg | https://i5.walmartimages.com/asr/1a50f8a1-e691-4e97-9165-b29f41b2bf94_1.aa5bf405bc0a47ae2421038e78573559.jpeg,bragg organic raw unfiltered apple cider vinegar organically grown apples contains mother home organic acids enzymes unpasteurized organic apple cider vinegar mother natural prebiotic fresh pressed usa organic certified apples apple cider vinegar helps support healthy immune system maintain normal glucose levels maintain healthy weight contains prebiotics support healthy gut health wealth bragg daily dose wellness bragg organic apple cider vinegar mother raw unfiltered 32 fluid ounces usda certified organic verified non gmo ksa certified kosher mother enzymes unfiltered raw apple cider vinegar gluten free formula available bragg liquid aminos salad dressings apple cider vinegar cleanse visit bragg recipes ways use bragg products health greatest wealth turmeric lime tonic vegan ingredients 1 2 teaspoons bragg organic apple cider vinegar 1 shot fresh turmeric juice 1 tsp dried turmeric 8 ounces water directions add 1 2 teaspoons bragg organic apple cider vinegar 8 oz water add shot fresh turmeric juice 1 teaspoon dried turmeric fresh squeeze lime juice mix enjoy vital difference diet rich organic fruits veggies essential vibrant health ve known practiced promoted common sense fact years science finally catching time tested wisdom help live vibrantly day rest life making sure product offer faithfully delivers proven dose wellness ve consistently provided customers 1912 support provide guide consumed 30ml 2 servings day 32 ounce bottle bragg organic raw apple cider vinegar mother supports healthy immune system helps maintain normal glucose levels contains prebiotics support healthy gut helps maintain healthy weight mix 1 tablespoon 8 ounces water daily dose wellness consumed 30ml 2 servings day bragg vingr apl cid,"food condiments sauces spices vinegar, bragg, bragg organic apple cider vinegar raw unfiltered 32 fl oz, bragg organic raw unfiltered apple cider vinegar organically grown apples contains mother home organic acids enzymes unpasteurized organic apple cider vinegar mother natural prebiotic fresh pressed usa organic certified apples apple cider vinegar helps support healthy immune system maintain normal glucose levels maintain healthy weight contains prebiotics support healthy gut health wealth bragg daily dose wellness bragg organic apple cider vinegar mother raw unfiltered 32 fluid ounces usda certified organic verified non gmo ksa certified kosher mother enzymes unfiltered raw apple cider vinegar gluten free formula available bragg liquid aminos salad dressings apple cider vinegar cleanse visit bragg recipes ways use bragg products health greatest wealth turmeric lime tonic vegan ingredients 1 2 teaspoons bragg organic apple cider vinegar 1 shot fresh turmeric juice 1 tsp dried turmeric 8 ounces water directions add 1 2 teaspoons bragg organic apple cider vinegar 8 oz water add shot fresh turmeric juice 1 teaspoon dried turmeric fresh squeeze lime juice mix enjoy vital difference diet rich organic fruits veggies essential vibrant health ve known practiced promoted common sense fact years science finally catching time tested wisdom help live vibrantly day rest life making sure product offer faithfully delivers proven dose wellness ve consistently provided customers 1912 support provide guide consumed 30ml 2 servings day 32 ounce bottle bragg organic raw apple cider vinegar mother supports healthy immune system helps maintain normal glucose levels contains prebiotics support healthy gut helps maintain healthy weight mix 1 tablespoon 8 ounces water daily dose wellness consumed 30ml 2 servings day bragg vingr apl cid, bragg organic apple cider vinegar raw unfiltered 32 fl oz wal mart"
811,3.7,12,personal care men essentials men bath body,right guard,right guard sport deodorant aerosol spray fresh oz,https://i5.walmartimages.com/asr/b960e6c1-2f85-46f3-acb8-3f8686ecd4f6_1.366b236d1e42be44890aa9793b7a0d29.jpeg | https://i5.walmartimages.com/asr/44931ee9-28c9-41a7-872d-3a1fc5bf1d24_1.57344cdc546c134263b305f1c84602f4.jpeg | https://i5.walmartimages.com/asr/1390e2e3-95b6-4c02-8294-f6ead26d3c80_1.938c95a8010b134aa334000acd2d369f.jpeg | https://i5.walmartimages.com/asr/cec4dea6-5369-457e-9624-20e247051eeb_1.e3cb4aead52b8faf174a1c4c8843a1ef.jpeg | https://i5.walmartimages.com/asr/96291b77-100e-45ff-bd92-2b1f3c2c107f_1.6775508f298e14bea8b15f266bc1fb1a.jpeg,right guard sport fresh deodorant provides day protection perspiration odor helps protect clothes anti stain formulation dries contact right guard sport fresh deodorant oz aerosol steel right guard sport aerosol deodorant fresh meets epa clean air standards based unit sales distinctive design elements package proprietary owned dial corporation henkel company recycle,"personal care men essentials men bath body, right guard, right guard sport deodorant aerosol spray fresh oz, right guard sport fresh deodorant provides day protection perspiration odor helps protect clothes anti stain formulation dries contact right guard sport fresh deodorant oz aerosol steel right guard sport aerosol deodorant fresh meets epa clean air standards based unit sales distinctive design elements package proprietary owned dial corporation henkel company recycle, right guard sport deodorant aerosol spray fresh oz wal mart"
812,4.6,24,premium beauty premium makeup premium face premium foundation,bareminerals,bareminerals barepro performance wear liquid foundation spf 20 16 sandstone 1 oz,https://i5.walmartimages.com/asr/f64c5e6f-d862-449b-b1cd-621d80fa34e0_1.ff708e718959779bd235a75c94547fdc.jpeg | https://i5.walmartimages.com/asr/fb685eee-9b3e-4a91-851f-6aa1601d5030_1.fe7fed8530abd3c6a95ba3caf397efa7.jpeg,,"premium beauty premium makeup premium face premium foundation, bareminerals, bareminerals barepro performance wear liquid foundation spf 20 16 sandstone 1 oz, , bareminerals barepro performance wear liquid foundation spf 20 16 sandstone 1 oz wal mart"
813,0.0,0,health aromatherapy aromatherapy,oils center,palm kernel oil organic carrier cold pressed sustainable natural 100 pure 4 oz,https://i5.walmartimages.com/asr/cd51485b-dc2e-4552-ae8a-8396d6dd7896_1.e620d680925f314852f0b5c4e5a1bf3e.jpeg,organic palm kernel oil cold pressed pure oil suitable food cosmetic purpose botanical elaeis guineensis extraction method cold pressed processing type refined obtained kernel organic pesticides gmos hexane ingredients palm oil 100 pure additives carriers added description palm kernel carrier oil derived fully hydrogenated refined bleached deodorized refined palm kernel oil non gmo considered lot confusion palm kernel oil palm oil interchangeably differences palm oil derived palm fruit palm kernel oil comes kernel fruit color clear liquid white slightly pale yellow solid aromatic description palm kernel carrier oil little scent characteristic carrier oils common uses palm kernel carrier oil widely soap manufacturing great lather harden soaps aid soap formulas saponify quickly palm kernel carrier oil moisturizing skin softening properties skin care manufacturing consistency semi solid room temperatures gentle heating required production absorption palm carrier oil leave oily feeling skin applied neat buying product organic certified supplier organic ingredients shelf life users expect shelf life 1 year proper storage conditions cool direct sunlight refrigeration opening recommended donot breathe dust store cool dry free tracking number items shipped business day business day confirmation payment received pm pst including weekends holidays receive item pleased transaction let know leaving positive feedback return look forward business oils center palm kernel oil organic carrier cold pressed sustainable natural 100 pure 4 oz,"health aromatherapy aromatherapy, oils center, palm kernel oil organic carrier cold pressed sustainable natural 100 pure 4 oz, organic palm kernel oil cold pressed pure oil suitable food cosmetic purpose botanical elaeis guineensis extraction method cold pressed processing type refined obtained kernel organic pesticides gmos hexane ingredients palm oil 100 pure additives carriers added description palm kernel carrier oil derived fully hydrogenated refined bleached deodorized refined palm kernel oil non gmo considered lot confusion palm kernel oil palm oil interchangeably differences palm oil derived palm fruit palm kernel oil comes kernel fruit color clear liquid white slightly pale yellow solid aromatic description palm kernel carrier oil little scent characteristic carrier oils common uses palm kernel carrier oil widely soap manufacturing great lather harden soaps aid soap formulas saponify quickly palm kernel carrier oil moisturizing skin softening properties skin care manufacturing consistency semi solid room temperatures gentle heating required production absorption palm carrier oil leave oily feeling skin applied neat buying product organic certified supplier organic ingredients shelf life users expect shelf life 1 year proper storage conditions cool direct sunlight refrigeration opening recommended donot breathe dust store cool dry free tracking number items shipped business day business day confirmation payment received pm pst including weekends holidays receive item pleased transaction let know leaving positive feedback return look forward business oils center palm kernel oil organic carrier cold pressed sustainable natural 100 pure 4 oz, palm kernel oil organic carrier cold pressed sustainable natural 100 pure 4 oz wal mart"
814,0.0,0,health weight management nutrition,manitoba harvest,manitoba harvest hemp yeah protein packed super seed bar dark chocolate almond sea salt 12 bars oz 45 g pack 1,https://i5.walmartimages.com/asr/cf46c4b0-c34d-467b-b73e-5412cbda2c76_1.98aebd6bba421c0055152545f18f975b.jpeg | https://i5.walmartimages.com/asr/ad3af64e-f1d4-4f94-92a2-e3bd3778db23.53abeb080cd34d3edf24639fdb11e475.jpeg | https://i5.walmartimages.com/asr/1d3f03a3-d2f9-4987-b75b-3865262ec569.7f37c8f133257eb563ddae2a44411919.jpeg | https://i5.walmartimages.com/asr/b1ed66d2-ad01-4c8e-af86-47f2ae7de982.3f5419aab7525fb1526569dbe3ffe5fe.jpeg,obsessed bringing better nutrition freshest highest quality hemp seeds look powerful super seeds based protein provides building blocks strong muscles bones amino acids grams essential fatty acids obtained food non gmo project verified vegan gluten free,"health weight management nutrition, manitoba harvest, manitoba harvest hemp yeah protein packed super seed bar dark chocolate almond sea salt 12 bars oz 45 g pack 1, obsessed bringing better nutrition freshest highest quality hemp seeds look powerful super seeds based protein provides building blocks strong muscles bones amino acids grams essential fatty acids obtained food non gmo project verified vegan gluten free, manitoba harvest hemp yeah protein packed super seed bar dark chocolate almond sea salt 12 bars oz 45 g pack 1 wal mart"
815,0.0,0,premium beauty premium bath body premium hand lotions foot creams,cnd,cnd citrus milk bath 33 oz,https://i5.walmartimages.com/asr/e8ef82ba-0420-488e-b1c3-4ad0fee25c55_1.fceeda98647075def8deeccc17baf052.jpeg,,"premium beauty premium bath body premium hand lotions foot creams, cnd, cnd citrus milk bath 33 oz, , cnd citrus milk bath 33 oz wal mart"
816,3.8,14,personal care bath body body wash shower gel,sheamoisture,shea moisture shave butter 6 ounce,https://i5.walmartimages.com/asr/2ea41c32-cca5-424e-a5ed-28412cee7086_1.8a33de5782664fb043eff599b4ae5688.jpeg | https://i5.walmartimages.com/asr/c779c9c6-47c3-477a-9ad9-07c8097e69f6_1.4989eb048b117aa1fa08aea0347b0e5e.jpeg,confidence skin begins formulas trust natural certified organic ingredients sheamoistures shave regimen delivers closest comfortable shave experience luxurious sheamoisture african black soap shave butter creme skin types formulated african black soap organic shea butter healing oils coconut black seed juniper willow bark extract delivers closest shave possible razor drag healing ingrown hairs razor bumps skin discolorations,"personal care bath body body wash shower gel, sheamoisture, shea moisture shave butter 6 ounce, confidence skin begins formulas trust natural certified organic ingredients sheamoistures shave regimen delivers closest comfortable shave experience luxurious sheamoisture african black soap shave butter creme skin types formulated african black soap organic shea butter healing oils coconut black seed juniper willow bark extract delivers closest shave possible razor drag healing ingrown hairs razor bumps skin discolorations, shea moisture shave butter 6 ounce wal mart"
817,4.6,877,personal care feminine care,,radiant overnight pads size 4 light clean scent 11 count,https://i5.walmartimages.com/asr/d261961f-38c9-4575-be77-e54f73445b13_1.a91044080cc7ce6cd4c7fbe46b694380.jpeg | https://i5.walmartimages.com/asr/04698552-1e03-490e-901e-edc1f0d81624_1.5c6d12e57b3b2fd10c969cbbd2b3f2bc.jpeg | https://i5.walmartimages.com/asr/958b3ee9-31d5-48fa-971f-aa846aa91469_1.4c544e94aa99e396c74e7613716603c6.jpeg | https://i5.walmartimages.com/asr/627888f0-81d9-41d2-b3c3-ba90b6c31c54_3.e57b8f19a42387f7ad168308b0c33180.jpeg | https://i5.walmartimages.com/asr/d3d62578-db82-4866-90b2-a4eb076087ee_3.4d5e16810e29dba06c4aad4a1486048c.jpeg | https://i5.walmartimages.com/asr/b9d1b3a4-e799-4736-9d27-8b48d3c1bf7a_3.bca64027b9e8a4406024ddc3395120a9.jpeg | https://i5.walmartimages.com/asr/d7cc013c-3797-4bee-b4d1-ba605efe0377_3.921fd5034aee2d5dc6f9bc89ede9d4b0.jpeg | https://i5.walmartimages.com/asr/1b2cd3ce-47a9-4e2e-8959-e0fa933b52a1_3.4529ef2e1303834dfc06cae9aa9d2fea.jpeg,radiant size 4 overnight pads offer 100 leak odor free protection overnight night long protection incredible sanitary pads offer flexfoam technology comfort absorb 10x weight making ultimate pad technology use fit sizing chart package page find fit superior protection radiant overnight pads women ll discreet protection feels amazingly light radiant overnight pads size 4 light clean scent 11 count 100 leak odor free protection night long radiant size 4 overnight pads women fit helps best protection tailoring pad fit flow panty size use sizing chart images find fit radiant size 4 overnight pads absorb 10x weight feel amazingly light hardly notice flexfoam core makes sanitary pad incredibly comfortable ultimate feminine pad technology 8 hours protection,"personal care feminine care, , radiant overnight pads size 4 light clean scent 11 count, radiant size 4 overnight pads offer 100 leak odor free protection overnight night long protection incredible sanitary pads offer flexfoam technology comfort absorb 10x weight making ultimate pad technology use fit sizing chart package page find fit superior protection radiant overnight pads women ll discreet protection feels amazingly light radiant overnight pads size 4 light clean scent 11 count 100 leak odor free protection night long radiant size 4 overnight pads women fit helps best protection tailoring pad fit flow panty size use sizing chart images find fit radiant size 4 overnight pads absorb 10x weight feel amazingly light hardly notice flexfoam core makes sanitary pad incredibly comfortable ultimate feminine pad technology 8 hours protection, radiant overnight pads size 4 light clean scent 11 count wal mart"
